NPC,ID Dec,ID Hex,,,,,,,,Model Size?,,,Base Level,Base HP,Base STR,Base INT,Base VIT,XP,Base Atk,Base MAtk,Diz,Base Def,Base MDef,STR Level,INT Level,VIT Level,Atk Level,MAtk Level,Def Level,MDef Level,,Diz Res%,Knock Atk%?,Stun Attack?,Knock Res%,,Crit Atk%,Crit Res%,,Flying?,,Fire Res%,Water Res%,Earth Res%,Wind Res%,Light Res%,Dark Res%,Phys Res%,Love Res%,Psn Res%,Seal Res%,Par Res%,Slp Res%,Ftg Res%,Sick Res%,Fnt Res%,Drain Res%,,Friendliness,,Drop 1,Drop 2,Drop 3,Drop 4,Scarcity 1,Scarcity 2,Scarcity 3,Scarcity 4,,,,,,,,,,,EVs (VIT INT STR HP),Produce,,Produce Chance,Upgradable
Sechs Golem,212,00D4,125.00%,22,75.00%,139.99%,79.98%,150.00%,220.00%,320,00 96 00 00,0,139,20000,550,490,460,9999,440,230,10,660,252,206,183,210,118,118,120,80,150,100.00%,129.98%,0.00%,100.00%,0.00%,4.98%,95.00%,00 48 40 00,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.99%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Golem Tablet,Golem Tablet,Platinum,Diamond,600,50,20,50,00 01 00 74,211,0,00 00 00 00,00 00 00 00,00 7B 00 90,00 00 00 00,00 00 00 AC,0A 03 09 02,01 A4 01 5B,00 00 00 00,,50,,No
Grimoire 2,213,00D5,139.99%,40,79.98%,100.00%,100.00%,100.00%,359.99%,300,00 97 00 00,0,199,28000,808,737,620,9999,810,630,15,550,390,297,196,106,118,118,100,100,150,100.00%,100.00%,25.00%,100.00%,0.00%,6.98%,95.00%,00 32 40 00,1,0,0.00%,0.00%,-10.01%,200.00%,0.00%,0.00%,0.00%,0.00%,100.00%,99.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Grimoire Scale,Grimoire Scale,Dragon Fang,,600,100,50,,00 01 00 75,213,0,00 00 00 00,00 00 00 00,00 92 00 91,00 00 00 00,00 00 00 B8,05 05 01 01,01 C0 01 44,00 00 00 00,,200,,No
Grimoire,214,00D6,120.00%,32,79.98%,100.00%,100.00%,100.00%,320.00%,280,00 97 00 00,0,109,16400,416,400,360,2000,790,670,15,300,253,231,200,210,118,118,100,100,150,100.00%,100.00%,25.00%,100.00%,0.00%,1.98%,59.99%,00 2E 40 00,1,0,0.00%,0.00%,-10.01%,50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,99.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Grimoire Scale,Grimoire Scale,Dragon Fang,Dragon Fang,8,1,500,100,00 01 00 75,213,0,00 00 00 00,00 00 00 00,00 92 00 91,00 00 00 00,00 00 00 B8,05 05 01 01,03 E7 00 A1,00 00 00 00,,200,,No
Siren,215,00D7,170.00%,45,79.98%,100.00%,100.00%,100.00%,259.99%,180,00 98 00 00,0,269,50000,600,1300,1000,45000,3000,3600,0,2000,4600,180,250,215,90,120,70,120,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,79.98%,00 32 40 00,1,0,75.00%,200.00%,75.00%,75.00%,75.00%,75.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Melody Bottle,Melody Bottle,Intelligencer,,600,50,90,,00 01 00 76,215,0,00 00 00 00,00 00 00 00,00 A8 00 A7,00 00 00 00,00 00 00 C1,01 01 01 01,01 FF 02 D6,00 00 00 00,,100,,No
Terrable,216,00D8,159.99%,38,109.99%,109.99%,100.00%,89.99%,339.99%,380,00 99 00 00,0,349,75000,1250,840,1680,80000,8500,6500,70,6000,5000,261,162,176,120,120,115,98,150,100.00%,100.00%,50.00%,100.00%,0.00%,12.99%,98.00%,00 3C 00 00,1,0,50.00%,50.00%,200.00%,-10.01%,50.00%,200.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,89.99%,0,1,2,Earthwyrm Scale,Earthwyrm Scale,Dragon Fang,Vital Gummi,700,100,400,100,00 01 00 77,216,0,00 00 00 00,00 00 00 00,00 BB 00 BA,00 00 00 00,00 00 00 C6,03 03 01 01,03 E7 01 44,00 00 00 00,,400,,No
Terraclone,217,00D9,120.00%,30,109.99%,109.99%,100.00%,89.99%,300.00%,340,00 9A 00 00,0,91,12500,332,300,368,3500,545,265,35,195,138,244,200,260,118,118,100,100,150,100.00%,100.00%,50.00%,100.00%,0.00%,1.98%,50.00%,00 32 00 00,1,0,0.00%,0.00%,50.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,89.99%,0,1,2,Earth Dragon Ash,Earth Dragon Ash,,Vital Gummi,700,200,,1,00 01 00 77,216,0,00 00 00 00,00 00 00 00,00 BB 00 BA,00 00 00 00,00 00 00 C6,03 03 01 01,01 18 02 1D,00 00 00 00,,0,,No
Fiersome,218,00DA,100.00%,38,79.98%,120.00%,100.00%,100.00%,379.98%,330,00 9B 00 00,0,399,90000,2000,1250,1055,80000,9000,7000,5,6200,5500,251,222,126,120,120,100,100,150,100.00%,100.00%,50.00%,100.00%,0.00%,2.98%,98.00%,00 4B 00 00,1,0,200.00%,-10.01%,50.00%,50.00%,0.00%,50.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,1,2,Firewyrm Scale,Firewyrm Scale,Dragon Fang,The Protein,700,100,400,100,00 01 00 78,218,0,00 00 00 00,00 00 00 00,00 CE 00 CD,00 00 00 00,00 00 00 D1,02 02 01 01,03 E7 01 44,00 00 00 00,,400,,No
Fiergaenger,219,00DB,79.98%,30,79.98%,120.00%,100.00%,100.00%,379.98%,300,00 9C 00 00,0,99,16000,478,280,318,5000,442,50,5,379,280,266,180,177,118,118,100,100,150,100.00%,100.00%,50.00%,100.00%,0.00%,0.98%,98.00%,00 4B 00 00,1,0,50.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,1,2,Fire Dragon Ash,Fire Dragon Ash,,The Protein,700,200,,1,00 01 00 78,218,0,00 00 00 00,00 00 00 00,00 CE 00 CD,00 00 00 00,00 00 00 D1,02 02 01 01,01 49 02 53,00 00 00 00,,0,,No
Magnuto,220,00DC,100.00%,16,109.99%,100.00%,109.99%,120.00%,100.00%,140,00 A2 00 00,0,69,8385,320,240,200,3200,100,220,5,186,110,228,193,187,118,118,100,100,150,100.00%,100.00%,0.00%,0.00%,100.00%,1.98%,9.99%,00 14 40 00,0,0,0.00%,0.00%,29.98%,29.98%,0.00%,0.00%,0.00%,-25.00%,100.00%,95.00%,95.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,2,Raccoon Leaf,Curry Udon,Tempura Udon,Udon,250,50,20,60,00 01 00 79,220,0,00 00 00 00,00 00 00 00,01 34 01 33,00 00 00 DD,00 00 00 F0,02 02 01 01,03 E7 03 5D,00 00 00 00,,0,,No
Ancient Bone,222,00DE,100.00%,20,79.98%,89.99%,100.00%,79.98%,300.00%,250,00 A3 00 00,0,50,6969,218,170,160,1313,138,100,20,70,70,200,200,170,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,89.99%,00 32 40 00,0,0,-25.00%,0.00%,50.00%,0.00%,-25.00%,200.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,1,2,Dragon Bones,Skull,Fish Fossil,Fish Fossil,500,100,120,50,00 00 00 7A,222,0,00 00 00 00,00 00 00 00,01 59 01 58,00 00 00 00,00 00 01 01,02 02 01 01,00 AF 03 5A,00 00 00 00,,0,,No
Hinoe,223,00DF,100.00%,28,120.00%,120.00%,100.00%,79.98%,239.99%,180,00 A4 00 00,0,259,35000,1000,800,1000,35000,3400,2200,15,1300,600,273,200,257,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,9.99%,89.99%,00 32 40 00,0,0,100.00%,-10.01%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,99.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Red Lion Fur,Quality Fur,Quality Fur,Fur,500,150,100,50,00 01 00 7B,223,0,00 00 00 00,00 00 00 00,01 7C 01 7B,00 00 00 00,00 00 01 16,02 02 01 01,01 FF 02 D6,00 00 00 00,,0,,No
Kinoto,224,00E0,100.00%,28,100.00%,109.99%,100.00%,109.99%,239.99%,180,00 A5 00 00,0,259,32000,800,1000,1000,35000,3000,2700,5,600,1800,239,299,240,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,59.99%,00 32 40 00,0,0,0.00%,0.00%,-10.01%,100.00%,0.00%,0.00%,0.00%,-25.00%,99.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Blue Lion Fur,Quality Fur,Quality Fur,Fur,500,150,100,50,00 01 00 7C,224,0,00 00 00 00,00 00 00 00,01 98 01 97,00 00 00 00,00 00 01 0A,03 03 02 02,01 FF 02 D6,00 00 00 00,,0,,No
Death Wall,225,00E1,100.00%,20,79.98%,100.00%,100.00%,100.00%,200.00%,280,00 A6 00 00,0,279,70000,950,1000,1050,50000,5200,5000,4,2900,3300,201,160,238,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,2.98%,89.99%,00 32 40 00,1,0,-25.00%,200.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Broken Ice Wall,Broken Ice Wall,Water Crystal,Water Crystal,600,50,100,50,00 01 00 7D,225,0,00 00 00 00,00 00 00 00,01 AF 01 AE,00 00 00 00,05 05 01 24,04 04 08 05,01 FF 02 D6,00 00 00 00,,0,,No
Aquaticus,226,00E2,100.00%,36,89.99%,150.00%,120.00%,100.00%,379.98%,420,00 A7 00 00,0,449,120000,1500,1980,1350,80000,9500,7500,15,6500,6500,246,141,212,120,120,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,99.00%,00 32 40 00,1,0,-10.01%,200.00%,0.00%,0.00%,25.00%,25.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,1,2,Dragon Fin,Dragon Fin,Legendary Scale,Intelligencer,700,100,50,100,01 01 00 7E,226,0,00 00 00 00,00 00 00 00,01 D4 01 EA,00 00 00 00,00 00 01 2E,02 02 01 01,03 E7 01 44,00 00 00 00,,500,,No
Aquameleon,227,00E3,79.98%,30,89.99%,150.00%,120.00%,100.00%,379.98%,400,00 A8 00 00,0,127,18000,502,472,400,6800,420,240,15,300,277,206,192,131,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,1.98%,99.00%,00 32 40 00,1,0,-50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,1,2,Water Dragon Ash,Water Dragon Ash,,Intelligencer,700,200,,1,01 01 00 7E,226,0,00 00 00 00,00 00 00 00,01 D4 01 EA,00 00 00 00,00 00 01 2E,02 02 01 01,01 67 02 92,00 00 00 00,,0,,No
Ambrosia,228,00E4,100.00%,28,100.00%,100.00%,100.00%,100.00%,200.00%,240,00 A9 00 00,0,5,720,17,15,8,30,8,16,5,0,0,225,225,200,118,118,100,110,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,50.00%,00 28 40 00,1,0,0.00%,0.00%,29.98%,-25.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Ambrosia's Thorns,Ambrosia's Thorns,Toyherb,Plant Stem,600,100,100,10,00 00 00 80,228,0,00 00 00 00,00 00 00 00,01 EC 01 EB,00 00 00 E5,00 00 01 3E,02 02 01 01,00 45 01 0F,00 00 00 00,,0,,No
Thunderbolt,230,00E6,70.00%,24,100.00%,129.98%,100.00%,120.00%,250.00%,270,00 AB 00 00,0,10,2420,42,26,30,120,56,16,10,20,12,210,170,195,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,6.98%,89.99%,00 32 40 00,1,0,0.00%,0.00%,-25.00%,50.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Lightning Mane,Lightning Mane,Fur,Quality Fur,600,100,100,50,00 01 00 81,230,0,00 00 00 00,00 00 00 00,02 16 02 2E,00 00 00 00,01 01 01 52,06 06 02 02,00 63 01 1C,00 00 00 00,,0,,No
Marionetta,231,00E7,95.00%,20,100.00%,100.00%,100.00%,100.00%,150.00%,260,00 AC 00 00,0,19,3400,88,86,60,350,68,92,5,68,25,244,252,220,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,59.99%,00 32 40 00,1,0,0.00%,0.00%,0.00%,0.00%,-10.01%,50.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Cursed Doll,Puppetry Strings,Fur (S),Fur (M),600,50,200,20,00 01 00 82,231,0,00 00 00 00,00 00 00 00,02 30 02 2F,00 00 00 00,00 00 01 5E,02 02 01 01,00 8B 01 2F,00 00 00 00,,0,,No
Handonetta,232,00E8,84.99%,16,100.00%,100.00%,100.00%,100.00%,120.00%,220,00 AD 00 00,0,19,1500,67,80,65,350,0,0,5,0,0,189,226,183,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,59.99%,00 32 40 00,1,0,0.00%,0.00%,0.00%,0.00%,-10.01%,50.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Puppetry Strings,,,,600,,,,00 00 00 00,232,0,00 00 00 00,00 00 00 00,02 48 02 47,00 00 00 00,00 00 01 6A,02 02 01 01,03 E7 01 2F,00 00 00 00,,0,,No
Sarcophagus,234,00EA,100.00%,24,100.00%,100.00%,100.00%,100.00%,239.99%,330,00 AE 00 00,0,214,32000,820,900,600,13000,1200,1000,4,550,850,228,222,198,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,2.98%,89.99%,00 32 40 00,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,1,2,Crystal Skull,Magic Crystal,Small Crystal,Lumber,500,150,10,200,00 01 00 83,233,0,00 00 00 00,00 00 00 00,02 60 02 5F,00 00 00 00,03 03 01 74,05 05 04 04,01 C0 01 44,00 00 00 00,,0,,No
Ventuswill,235,00EB,79.98%,26,100.00%,150.00%,100.00%,100.00%,300.00%,400,00 B1 00 00,0,499,236500,1850,1850,1680,3000,10000,9500,15,7000,6000,214,224,214,120,120,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,4.98%,99.00%,00 3C 40 00,1,0,50.00%,50.00%,-10.01%,200.00%,50.00%,50.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,0,2,Wind Dragon Tooth,Wind Dragon Tooth,Dragon Scale,Heart Drink,400,100,200,100,00 01 00 00,235,0,00 00 00 00,00 00 00 00,02 7C 02 7B,00 00 00 00,03 03 01 80,05 05 04 04,03 E7 01 5B,00 00 00 00,,0,,No
Ethelwill,237,00ED,100.00%,48,100.00%,200.00%,100.00%,100.00%,500.00%,500,00 B2 00 00,0,999,80000,4000,4000,2770,9999,3000,3000,15,2500,2500,218,218,163,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,99.00%,00 50 40 00,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,0,2,Rune Sphere Shard,Rune Sphere Shard,Small Crystal,Rune Crystal,50,30,80,2,01 00 00 00,237,0,00 00 00 00,00 00 00 00,02 C1 02 C0,00 00 00 00,00 00 01 8C,02 02 01 01,03 E7 01 5B,00 00 00 00,,0,,No
Ragnarok,238,00EE,100.00%,14,100.00%,150.00%,100.00%,200.00%,100.00%,175,00 B7 00 00,0,349,99999,1100,1480,1200,60000,7000,5000,15,5000,5200,214,224,161,120,120,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,99.00%,00 32 40 00,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.01%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,0,2,Throne of the Empire,Rune Sphere Shard,Small Crystal,Rune Crystal,600,650,80,2,00 00 00 00,239,0,00 00 00 00,00 00 00 00,FF FF 02 F1,00 00 00 00,00 00 00 00,02 02 01 01,03 E7 03 2A,00 00 00 00,,0,,No
Ethelberd,239,00EF,100.00%,14,100.00%,150.00%,100.00%,200.00%,100.00%,175,00 B6 00 00,0,149,30000,630,664,320,9999,370,380,15,500,500,206,209,183,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,99.00%,00 32 40 00,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-10.01%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,79.98%,0,0,2,,,,,,,,,00 00 00 00,239,0,00 00 00 00,00 00 00 00,FF FF 02 F1,00 00 00 00,00 00 00 00,02 02 01 01,03 E7 01 5B,00 00 00 00,,0,,No
Rafflesia,240,00F0,125.00%,30,109.99%,100.00%,109.99%,120.00%,100.00%,240,00 9D 00 00,0,38,8888,110,160,142,1512,102,100,5,158,90,200,210,200,118,118,100,100,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,9.99%,00 14 40 00,0,0,14.99%,0.00%,25.00%,-25.00%,-25.00%,0.00%,0.00%,-25.00%,100.00%,95.00%,95.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,2,Rafflesia Petal,Rafflesia Petal,Plant Stem,Root,450,150,100,200,00 00 00 69,240,0,00 00 00 00,00 00 00 00,00 E1 00 E0,00 00 00 00,00 00 00 DC,02 02 01 01,00 AF 01 E6,00 00 00 00,,0,,No
Armored Tank +,241,00F1,59.99%,40,109.99%,100.00%,109.99%,120.00%,100.00%,300,00 A1 00 00,0,139,25000,600,500,400,9999,480,300,5,365,650,240,200,160,118,118,80,120,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,59.99%,00 46 40 00,0,0,0.00%,25.00%,50.00%,-10.01%,0.00%,0.00%,0.00%,-25.00%,100.00%,95.00%,95.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,2,MTGU Plate,MTGU Plate,Platinum,Gold,450,150,50,200,00 01 00 7F,241,0,00 00 00 00,00 00 00 00,01 1E 01 1D,00 00 00 00,00 00 00 EA,00 00 00 00,01 A4 01 5B,00 00 00 00,,0,,No
Sano,244,00F4,100.00%,52,100.00%,100.00%,100.00%,100.00%,300.00%,300,00 AF 00 00,0,176,21800,450,950,500,10000,620,300,4,620,10,217,261,120,118,118,125,75,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,89.99%,00 32 40 00,1,0,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,2,Left Rock Shard,Left Rock Shard,Material Stone,Rock,480,150,200,80,00 00 00 00,242,0,00 00 00 00,00 00 00 00,FF FF FF FF,00 00 00 00,00 00 01 7E,00 00 00 00,01 C0 01 44,00 00 00 00,,0,,No
Uno,245,00F5,100.00%,52,100.00%,100.00%,100.00%,100.00%,300.00%,300,00 B0 00 00,0,176,20460,400,950,500,10000,500,420,4,10,620,175,300,125,118,118,75,125,150,100.00%,100.00%,0.00%,100.00%,0.00%,0.98%,89.99%,00 32 40 00,1,0,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,2,Right Rock Shard,Right Rock Shard,Material Stone,Rock,480,150,200,80,00 00 00 00,243,0,00 00 00 00,00 00 00 00,FF FF FF FF,00 00 00 00,00 00 01 7F,00 00 00 00,01 C0 01 44,00 00 00 00,,0,,No
Sechs Tank,249,00F9,139.99%,32,84.99%,79.98%,100.00%,150.00%,239.99%,300,00 1F 00 00,0,139,19000,600,400,500,9999,520,560,20,300,500,187,178,234,118,118,100,100,150,100.00%,100.00%,0.00%,50.00%,0.00%,5.98%,50.00%,00 32 40 00,0,0,0.00%,0.00%,25.00%,-50.00%,0.00%,0.00%,0.00%,-100.00%,100.00%,50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Shiny Screw,Shiny Screw,Rusty Screw,Platinum,600,150,200,50,00 01 00 68,164,0,00 00 00 00,00 00 01 00,06 38 06 49,00 00 00 00,00 00 02 6A,02 02 01 01,01 A4 01 5B,00 00 00 00,,0,,No
Rouge,250,00FA,159.99%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 BB 00 00,10,299,30000,1480,780,980,25000,5000,6000,20,4000,2800,217,226,156,115,100,100,90,150,84.99%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,125.00%,-10.01%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Red Core,Fire Crystal,Small Crystal,Rune Crystal,150,100,10,2,00 00 00 6A,169,0,00 00 00 00,00 00 01 00,06 71 06 70,00 00 00 00,00 00 02 7C,02 02 01 01,01 FF 03 2A,00 00 00 00,,-50,,No
Emerald,251,00FB,159.99%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 BC 00 00,10,299,30000,1080,1080,1080,25000,5000,5000,20,3500,3500,200,233,166,100,100,100,100,150,84.99%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,-10.01%,125.00%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Green Core,Wind Crystal,Small Crystal,Rune Crystal,150,100,10,2,00 00 00 6B,169,0,00 00 00 00,00 00 01 00,06 71 06 80,00 00 00 00,00 00 02 7C,02 02 01 01,01 FF 03 2A,00 00 00 00,,-50,,No
Marin,252,00FC,159.99%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 BD 00 00,10,299,30000,780,1480,980,25000,5000,5000,20,2800,4000,212,260,126,100,120,90,100,150,84.99%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,-10.01%,125.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Blue Core,Water Crystal,Small Crystal,Rune Crystal,150,100,10,2,00 00 00 6C,169,0,00 00 00 00,00 00 01 00,06 71 06 81,00 00 00 00,00 00 02 7C,02 02 01 01,01 FF 03 2A,00 00 00 00,,-50,,No
Olive,253,00FD,159.99%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 BE 00 00,10,299,30000,880,880,1480,25000,5000,5000,10,4000,4000,176,207,215,90,90,110,100,150,84.99%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,125.00%,-10.01%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Yellow Core,Earth Crystal,Small Crystal,Rune Crystal,150,100,10,2,00 00 00 6D,169,0,00 00 00 00,00 00 01 00,06 71 06 82,00 00 00 00,00 00 02 7C,02 02 01 01,01 FF 03 2A,00 00 00 00,,-50,,No
Gate,359,0167,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Small Crystal,Small Crystal,,,1,1,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Fire Gate,360,0168,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,50.00%,-100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Fire Crystal,Fire Crystal,,,50,50,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Water Gate,361,0169,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,-100.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Water Crystal,Water Crystal,,,50,50,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Field Gate,362,016A,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,50.00%,-100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Earth Crystal,Earth Crystal,,,50,50,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
Wind Gate,363,016B,100.00%,18,50.00%,50.00%,39.99%,70.00%,100.00%,100,00 FF 00 00,0,0,100,22,28,25,5,10,10,10,0,0,10,10,9,5,5,50,50,100,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,00 23 40 00,1,1,0.00%,0.00%,-100.00%,50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Wind Crystal,Wind Crystal,,,50,50,,,00 00 00 00,359,120,00 00 6A A4,00 00 00 00,06 83 02 F2,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,00 00 00 00,,0,,No
